brand,product,name,specific,hex,r,g,b,lightness,undertone,categories,source_dataset,source_file
lilah b.,Marvelous Matte™ Crème Foundation,timeless,NA,#C7A395,199,163,149,0.682353,neutral,misc;compliment,Cosmetic Foundation Shades,allCategories.csv
Clinique,Even Better Refresh™ Hydrating and Repairing Foundation,toasted almond,WN 92,#D78F62,215,143,98,0.613725,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Clinique,Even Better Refresh™ Hydrating and Repairing Foundation,sepia,CN 113,#C57E52,197,126,82,0.547059,neutral,color,Cosmetic Foundation Shades,allCategories.csv
Clinique,Even Better Refresh™ Hydrating and Repairing Foundation,golden,WN 114,#AE703C,174,112,60,0.458824,warm,descriptor,Cosmetic Foundation Shades,allCategories.csv
Clinique,Even Better Refresh™ Hydrating and Repairing Foundation,mocha,WN 115.5,#AE794E,174,121,78,0.494118,neutral,drink,Cosmetic Foundation Shades,allCategories.csv
Clinique,Even Better Refresh™ Hydrating and Repairing Foundation,clove,WN 122,#975B38,151,91,56,0.405882,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Clinique,Even Better Refresh™ Hydrating and Repairing Foundation,mahogany,WN 125,#90573E,144,87,62,0.403922,neutral,wood,Cosmetic Foundation Shades,allCategories.csv
Clinique,Even Better Refresh™ Hydrating and Repairing Foundation,espresso,CN 126,#674839,103,72,57,0.313725,neutral,drink,Cosmetic Foundation Shades,allCategories.csv
Antonym,Skin Esteem Organic Liquid Foundation,nude,NA,#CDB0A0,205,176,160,0.715686,neutral,skin,Cosmetic Foundation Shades,allCategories.csv
Antonym,Skin Esteem Organic Liquid Foundation,beige light,NA,#EBC5B0,235,197,176,0.805882,warm,color;descriptor,Cosmetic Foundation Shades,allCategories.csv
Antonym,Skin Esteem Organic Liquid Foundation,beige medium light,NA,#E4BFB1,228,191,177,0.794118,warm,color;descriptor,Cosmetic Foundation Shades,allCategories.csv
Antonym,Skin Esteem Organic Liquid Foundation,beige medium,NA,#D5B1A1,213,177,161,0.733333,warm,color;descriptor,Cosmetic Foundation Shades,allCategories.csv
Antonym,Skin Esteem Organic Liquid Foundation,tan,NA,#CBA28F,203,162,143,0.678431,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
Antonym,Skin Esteem Organic Liquid Foundation,dark,NA,#B0867B,176,134,123,0.586275,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Pretty Vulgar,Bird's Nest Blurring Beauty Mousse CC Cream,deep truth,NA,#AF8B74,175,139,116,0.570588,neutral,descriptor;misc,Cosmetic Foundation Shades,allCategories.csv
Pretty Vulgar,Bird's Nest Blurring Beauty Mousse CC Cream,darling at dusk,NA,#885647,136,86,71,0.405882,neutral,misc,Cosmetic Foundation Shades,allCategories.csv
Pretty Vulgar,Bird's Nest Blurring Beauty Mousse CC Cream,night flier,NA,#7E5650,126,86,80,0.403922,neutral,misc,Cosmetic Foundation Shades,allCategories.csv
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,silk shell,NA,#F0C3B2,240,195,178,0.819608,neutral,textile;gem,Cosmetic Foundation Shades,allCategories.csv
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,silk maple,NA,#B27D65,178,125,101,0.547059,neutral,textile;wood,Cosmetic Foundation Shades,allCategories.csv
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,silk almond,NA,#A1735A,161,115,90,0.492157,neutral,textile;food,Cosmetic Foundation Shades,allCategories.csv
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,silk cinnamon,NA,#9E7257,158,114,87,0.480392,neutral,textile;food,Cosmetic Foundation Shades,allCategories.csv
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,silk sable,NA,#9E6D53,158,109,83,0.472549,neutral,textile;color;animal,Cosmetic Foundation Shades,allCategories.csv
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,silk brandy,NA,#956851,149,104,81,0.45098,neutral,textile;drink,Cosmetic Foundation Shades,allCategories.csv
Clinique,Superbalanced Silk Makeup Broad Spectrum 15,silk coccoa,NA,#885E48,136,94,72,0.407843,neutral,textile;food,Cosmetic Foundation Shades,allCategories.csv
Pretty Vulgar,Cool AF Lava Water Foundation,shameless skin,NA,#C89274,200,146,116,0.619608,cool,misc;skin,Cosmetic Foundation Shades,allCategories.csv
Pretty Vulgar,Cool AF Lava Water Foundation,bare bae,NA,#B3745D,179,116,93,0.533333,cool,skin,Cosmetic Foundation Shades,allCategories.csv
Pretty Vulgar,Cool AF Lava Water Foundation,au natural,NA,#AD7566,173,117,102,0.539216,cool,skin,Cosmetic Foundation Shades,allCategories.csv
Pretty Vulgar,Cool AF Lava Water Foundation,birthday suit,NA,#9C6961,156,105,97,0.496078,cool,skin,Cosmetic Foundation Shades,allCategories.csv
Pretty Vulgar,Cool AF Lava Water Foundation,skin candy,NA,#946C5E,148,108,94,0.47451,cool,skin;food,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Bienfait Teinté Beauty Balm Sunscreen Broad Spectrum SPF 30,sand,5,#D29F77,210,159,119,0.645098,neutral,rock,Cosmetic Foundation Shades,allCategories.csv
Antonym,Certified Organic Baked Foundation,dark,NA,#D39C7B,211,156,123,0.654902,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Benefit Cosmetics,Hello Happy Soft Blur Foundation,dark neutral,Shade 11,#C9866E,201,134,110,0.609804,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Urban Decay Cosmetics,Naked Skin Ultra Definition Pressed Finishing Powder,naked dark,NA,#AF7754,175,119,84,0.507843,neutral,skin;descriptor,Cosmetic Foundation Shades,allCategories.csv
bareMinerals,bareSkin® Pure Brightening Serum Foundation Broad Spectrum SPF 20,bare mocha,20,#AF7357,175,115,87,0.513725,neutral,skin;drink,Cosmetic Foundation Shades,allCategories.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F0,#F2F2F2,242,242,242,0.94902,neutral,,Cosmetic Foundation Shades,allNumbers.csv
HOURGLASS,Veil Fluid Makeup,Porcelain,No. 0,#F6D3AB,246,211,171,0.817647,cool,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Pearl,0.0,#F0D8C2,240,216,194,0.85098,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Neo Nude Foundation,NA,0,#F0E8E1,240,232,225,0.911765,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Pearl,0.0,#FDE5D4,253,229,212,0.911765,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Charlotte Tilbury,Magic Foundation,NA,0,#D9AE9C,217,174,156,0.731373,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Bobbi Brown,Skin Weightless Powder Foundation,Porcelain,0,#F3C9B0,243,201,176,0.821569,cool,,Cosmetic Foundation Shades,allNumbers.csv
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,NA,N00,#F5D8B3,245,216,179,0.831373,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,0.1,#F8CDA7,248,205,167,0.813725,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,0.1,#F9E4D7,249,228,215,0.909804,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P0.1,#F5E9E0,245,233,224,0.919608,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F0.1,#D4C2AE,212,194,174,0.756863,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Cameo,0.1,#EED8C2,238,216,194,0.847059,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Cameo,0.1,#F5E2CE,245,226,206,0.884314,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,0.1,#E9C9AF,233,201,175,0.8,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,0.2,#F0BE93,240,190,147,0.758824,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P0.2,#F9EFE4,249,239,228,0.935294,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F0.2,#E1CDAA,225,205,170,0.77451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,0.2,#E4B697,228,182,151,0.743137,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Beyond Perfecting Powder Foundation + Concealer,Dune,0.25,#FBEED9,251,238,217,0.917647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Ofra Cosmetics,Absolute Cover Foundation,NA,0.25,#C9AD81,201,173,129,0.647059,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,0.3,#F4C59C,244,197,156,0.784314,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,0.3,#F5E2D6,245,226,214,0.9,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F0.3,#CDB392,205,179,146,0.688235,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Ivory Silk,0.3,#E4CCB0,228,204,176,0.792157,cool,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Ivory Silk,0.3,#EEC49F,238,196,159,0.778431,cool,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,0.3,#DAB49C,218,180,156,0.733333,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Rose,0.4,#E4C7B2,228,199,178,0.796078,cool,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Rose,0.4,#D3A58C,211,165,140,0.688235,cool,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,0.5,#E6AE87,230,174,135,0.715686,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Performance Wear Powder Foundation,Porcelain,0.5,#FCC8B2,252,200,178,0.843137,cool,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Beyond Perfecting Powder Foundation + Concealer,Breeze,0.5,#F7C9B2,247,201,178,0.833333,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F0.5,#ECC7BA,236,199,186,0.827451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Beyond Perfecting Foundation + Concealer,Shell,CN 0.5,#F7EADF,247,234,223,0.921569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,0.5,#DDC1A9,221,193,169,0.764706,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Porcelain,0.5,#FCC8B2,252,200,178,0.843137,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Longwear Powder Foundation,Porcelain,0.5,#FCD3C1,252,211,193,0.872549,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20,Porcelain,0.5,#FDD8C5,253,216,197,0.882353,cool,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Porcelain,0.5,#E2CCB3,226,204,179,0.794118,cool,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Porcelain,0.5,#F8D5C1,248,213,193,0.864706,cool,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,0.5,#D2AB9D,210,171,157,0.719608,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F0.7,#D2B89B,210,184,155,0.715686,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Beyond Perfecting Foundation + Concealer,Custard,CN 0.75,#F5E5D8,245,229,216,0.903922,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 1,#F0D2B5,240,210,181,0.82549,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Fair Cool,Shade 1,#EACFB7,234,207,183,0.817647,cool,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Fair Cool,Shade 1,#E3CFB7,227,207,183,0.803922,cool,,Cosmetic Foundation Shades,allNumbers.csv
NUDESTIX,Tinted Cover Foundation,Nude,1,#F3DFD7,243,223,215,0.898039,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,1.0,#E5AC81,229,172,129,0.701961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,1.0,#F1C6B2,241,198,178,0.821569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Matte Foundation Broad Spectrum SPF 15,Fair,01,#FDE3CF,253,227,207,0.901961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Fast Base Stick Foundation,NA,F1,#D8BDA1,216,189,161,0.739216,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Satte Matte Powder Foundation,NA,P1,#F4E7DB,244,231,219,0.907843,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,ORIGINAL Foundation Broad Spectrum SPF 15,Fair,01,#FDE3CF,253,227,207,0.901961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Performance Wear Powder Foundation,Fair,01,#FBCDB0,251,205,176,0.837255,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Almost Powder Makeup,Fair,01,#F4F3F1,244,243,241,0.95098,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Opal,01,#F3C1A6,243,193,166,0.801961,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Hydrate Foundation,NA,F1,#E6CBB7,230,203,183,0.809804,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Define Full Coverage Foundation,NA,F1,#F3D4B7,243,212,183,0.835294,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Makeup Revolution,Conceal & Glow Foundation,NA,F1,#EDCCB3,237,204,179,0.815686,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Pacifica,Alight Clean Foundation,Cool Deep,01CD,#7C4024,124,64,36,0.313725,cool,,Cosmetic Foundation Shades,allNumbers.csv
jane iredale,Beyond Matte Liquid Foundation,NA,M1,#FCCDA5,252,205,165,0.817647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Clinique,Beyond Perfecting Foundation + Concealer,Flax,WN 01,#EFE3DA,239,227,218,0.896078,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,1.0,#DEC09D,222,192,157,0.743137,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Performance Wear Liquid Foundation Broad Spectrum SPF 20,Fair,01,#FBCDB0,251,205,176,0.837255,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Physicians Formula,The Healthy Foundation SPF 20,NA,DpC1,#92572E,146,87,46,0.376471,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,ORIGINAL Liquid Mineral Foundation Broad Spectrum SPF 20,Fair,01,#FBCDAD,251,205,173,0.831373,neutral,,Cosmetic Foundation Shades,allNumbers.csv
LORAC,PRO Soft Focus Longwear Foundation,NA,01,#E8CDB0,232,205,176,0.8,neutral,,Cosmetic Foundation Shades,allNumbers.csv
HOURGLASS,Veil Fluid Makeup,Ivory,No. 1,#E8B89B,232,184,155,0.758824,cool,,Cosmetic Foundation Shades,allNumbers.csv
ILIA,Super Serum Skin Tint SPF 40 Foundation,Rendevous,1,#FEE4D1,254,228,209,0.907843,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,1.00,#FCF0E5,252,240,229,0.943137,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Opal,01,#ECD0C4,236,208,196,0.847059,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BAREPRO Longwear Powder Foundation,Fair,01,#F6D8C4,246,216,196,0.866667,neutral,,Cosmetic Foundation Shades,allNumbers.csv
PAT McGRATH LABS,Sublime Perfection Foundation,Light,1,#FCE7DB,252,231,219,0.923529,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,BarePRO™ 24 hour Longwear Liquid Foundation with Mineral SPF 20,Fair,01,#F1DFCB,241,223,203,0.870588,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Matte Loose Powder Mineral Foundation SPF 15,Fair,01,#CEB29B,206,178,155,0.707843,neutral,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,Make No Mistake Foundation & Concealer Stick,Driftwood,1,#E8C6AD,232,198,173,0.794118,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Laura Mercier,Smooth Finish Foundation Powder,NA,1,#FCCD98,252,205,152,0.792157,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Kosas,Tinted Face Oil Foundation,Tone,01,#F1DECA,241,222,202,0.868627,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Power Fabric Longwear High Cover Foundation SPF 25,NA,1,#E3B39E,227,179,158,0.754902,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Charlotte Tilbury,Light Wonder Foundation,Fair,1,#EBD8CA,235,216,202,0.856863,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Lancôme,SKIN FEELS GOOD Skin Nourishing Foundation,NA,01N,#D6AB96,214,171,150,0.713725,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25,Opal,01,#F0C8B3,240,200,179,0.821569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Charlotte Tilbury,Magic Foundation,NA,1,#E1C6B0,225,198,176,0.786275,neutral,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,Matte Perfection Tinted Moisturizer,Lace Sephora Quality Way-Nice Price,1,#EFDED5,239,222,213,0.886275,neutral,,Cosmetic Foundation Shades,allNumbers.csv
La Mer,The Luminous Lifting Cushion Foundation SPF 20 + Refill,Pink Porcelain,01,#F0C4AB,240,196,171,0.805882,cool,,Cosmetic Foundation Shades,allNumbers.csv
Bobbi Brown,Skin Weightless Powder Foundation,Warm Ivory,1,#F2CEB5,242,206,181,0.829412,cool,,Cosmetic Foundation Shades,allNumbers.csv
KEVYN AUCOIN,Foundation Balm,Light EF,01,#F7D1B3,247,209,179,0.835294,neutral,,Cosmetic Foundation Shades,allNumbers.csv
NUDESTIX,Nudies Tinted Blur Stick,Light,1,#E6BEAD,230,190,173,0.790196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,1,#D4A69B,212,166,155,0.719608,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Givenchy,Matissime Velvet Radiant Mattifying Fluid Foundation SPF 20,NA,N01,#E0C3AD,224,195,173,0.778431,neutral,,Cosmetic Foundation Shades,allNumbers.csv
SEPHORA COLLECTION,Clean Glowing Skin Foundation,NA,1,#ECCCAB,236,204,171,0.798039,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Crema Nuda Supreme Glow Reviving Tinted Moisturizer,Nude Glow,1,#CC9484,204,148,132,0.658824,neutral,,Cosmetic Foundation Shades,allNumbers.csv
KEVYN AUCOIN,The Etherealist Foundation,Light EF,01,#D6B4A5,214,180,165,0.743137,neutral,,Cosmetic Foundation Shades,allNumbers.csv
surratt beauty,Surreal Skin Foundation Wand,Surreal Skin,1,#F5CFAC,245,207,172,0.817647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,I AM AN ORIGINAL GET STARTED® KIT Original Loose Mineral Foundation Customizable Set,bareMinerals,01,#CEB29B,206,178,155,0.707843,neutral,,Cosmetic Foundation Shades,allNumbers.csv
KEVYN AUCOIN,Stripped Nude Skin Tint,ST,01,#FCDBC3,252,219,195,0.876471,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Mini Hello Happy Flawless Brightening Foundation SPF 15,NA,1,#FAD4C4,250,212,196,0.87451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,1.05,#DFAE80,223,174,128,0.688235,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,1.05,#F1D1B1,241,209,177,0.819608,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,1.05,#DAB694,218,182,148,0.717647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,1.1,#D1A378,209,163,120,0.645098,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,1.1,#F0CBA7,240,203,167,0.798039,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,1.10,#FCEDD8,252,237,216,0.917647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Warm Sand,1.1,#E2D0B3,226,208,179,0.794118,warm,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Warm Sand,1.1,#D3AA7E,211,170,126,0.660784,warm,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,1.1,#E0CDBF,224,205,191,0.813725,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,1.15,#E3AA7D,227,170,125,0.690196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,1.15,#F6C6A2,246,198,162,0.8,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,1.15,#D0A594,208,165,148,0.698039,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Full Coverage Waterproof Foundation,NA,1.2,#E0A77B,224,167,123,0.680392,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Studio Skin 24 Hour Oil-Free Hydra Foundation,NA,1.2,#FCD3A8,252,211,168,0.823529,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,1.20,#FBE6D6,251,230,214,0.911765,cool,,Cosmetic Foundation Shades,allNumbers.csv
Smashbox,Primer + Foundation Customizable Set,Smashbox,1.2,#D5B49F,213,180,159,0.729412,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,1.30,#F5DBC1,245,219,193,0.858824,warm,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Nude Ivory,1.3,#E2C8AE,226,200,174,0.784314,cool,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Nude Ivory,1.3,#D7A683,215,166,131,0.678431,cool,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Neutral,1.40,#ECCCAF,236,204,175,0.805882,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Bone,1.4,#E2CCA9,226,204,169,0.77451,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Bone,1.4,#D2A884,210,168,132,0.670588,neutral,,Cosmetic Foundation Shades,allNumbers.csv
NUDESTIX,Tinted Cover Foundation,Nude,1.5,#F2DBD3,242,219,211,0.888235,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,Complexion Rescue Hydrating Foundation Stick Broad Spectrum SPF 25,Birch,1.5,#FCD0AF,252,208,175,0.837255,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Urban Decay Cosmetics,All Nighter Liquid Full Coverage Foundation,NA,1.5,#DAB69A,218,182,154,0.729412,neutral,,Cosmetic Foundation Shades,allNumbers.csv
HOURGLASS,Veil Fluid Makeup,Nude,No. 1.5,#EEC5A9,238,197,169,0.798039,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Cool,1.50,#F0C3A6,240,195,166,0.796078,cool,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,COMPLEXION RESCUE™ Tinted Moisturizer with Hyaluronic Acid and Mineral SPF 30,Birch,1.5,#F5D4B6,245,212,182,0.837255,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Soft Matte Foundation,Cream,1.5,#E3C9AD,227,201,173,0.784314,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Armani Beauty,Neo Nude Foundation,NA,1.5,#F3CFB0,243,207,176,0.821569,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Charlotte Tilbury,Light Wonder Foundation,NA,1.5,#EAD0B7,234,208,183,0.817647,neutral,,Cosmetic Foundation Shades,allNumbers.csv
bareMinerals,COMPLEXION RESCUE™ Hydrating Foundation Stick with Mineral SPF 25,Birch,1.5,#F4C99F,244,201,159,0.790196,neutral,,Cosmetic Foundation Shades,allNumbers.csv
TOM FORD,Traceless Foundation Stick,Cream,1.5,#EBAE92,235,174,146,0.747059,neutral,,Cosmetic Foundation Shades,allNumbers.csv
beautyblender,Bounce™ Liquid Whip Long Wear Foundation,Warm,1.60,#EEC5A2,238,197,162,0.784314,warm,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Air Stick Foundation SPF 20,NA,Shade 2,#F1CB9E,241,203,158,0.782353,neutral,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Flawless Brightening Foundation SPF 15,Light Warm,Shade 2,#F7D3B3,247,211,179,0.835294,warm,,Cosmetic Foundation Shades,allNumbers.csv
Benefit Cosmetics,Hello Happy Velvet Powder Foundation,Light Neutral,Shade 2,#EDD2B5,237,210,181,0.819608,neutral,,Cosmetic Foundation Shades,allNumbers.csv
