brand,product,name,specific,hex,r,g,b,lightness,undertone,categories,source_dataset,source_file
KVD Vegan Beauty,Lock-It Powder Foundation,medium,145,#D29874,210,152,116,0.639216,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,medium,155,#CC8F65,204,143,101,0.598039,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,tan,160,#C48855,196,136,85,0.55098,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,tan,165,#D08C5C,208,140,92,0.588235,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,tan,170,#CA8C5C,202,140,92,0.576471,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,tan,175,#D08D5E,208,141,94,0.592157,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,tan deep,180,#C68458,198,132,88,0.560784,warm,skin;color;descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,tan deep,185,#A16543,161,101,67,0.447059,warm,skin;color;descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,tan deep,190,#A26843,162,104,67,0.44902,warm,skin;color;descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,deep,195,#A4674C,164,103,76,0.470588,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,deep,200,#9F6240,159,98,64,0.437255,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,deep,205,#A36140,163,97,64,0.445098,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,deep,210,#A16246,161,98,70,0.452941,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,rich deep,215,#9D5F48,157,95,72,0.44902,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,rich deep,220,#9C5936,156,89,54,0.411765,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,rich deep,225,#804F3A,128,79,58,0.364706,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation,rich deep,230,#844D38,132,77,56,0.368627,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,medium,150,#D19A71,209,154,113,0.631373,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,fair,105,#EDC7B2,237,199,178,0.813725,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,fair,110,#DAC5BF,218,197,191,0.801961,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,fair,115,#DAC4B9,218,196,185,0.790196,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,fair,120,#E0AF97,224,175,151,0.735294,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,light,125,#D7A793,215,167,147,0.709804,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,light,130,#E1AC8A,225,172,138,0.711765,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,light,135,#DAA484,218,164,132,0.686275,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,medium,140,#DAA47C,218,164,124,0.670588,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,medium,145,#D29A72,210,154,114,0.635294,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,medium,155,#CD9065,205,144,101,0.6,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan,160,#C48858,196,136,88,0.556863,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan,165,#D18D60,209,141,96,0.598039,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan,170,#C98D5F,201,141,95,0.580392,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan,175,#D08C60,208,140,96,0.596078,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan deep,180,#C78459,199,132,89,0.564706,warm,skin;color;descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan deep,185,#A56A46,165,106,70,0.460784,warm,skin;color;descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,tan deep,190,#A46B44,164,107,68,0.454902,warm,skin;color;descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,deep,195,#A3684A,163,104,74,0.464706,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,deep,200,#9C6141,156,97,65,0.433333,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,deep,205,#A4633F,164,99,63,0.445098,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,deep,210,#A36244,163,98,68,0.452941,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,rich deep,215,#9A5E47,154,94,71,0.441176,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,rich deep,220,#9D5936,157,89,54,0.413725,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,rich deep,225,#804E3C,128,78,60,0.368627,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,Lock-It Powder Foundation Refills,rich deep,230,#834B37,131,75,55,0.364706,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,002,#FEE7DB,254,231,219,0.927451,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,004,#ECCAA8,236,202,168,0.792157,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,006,#EEC6A2,238,198,162,0.784314,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,008,#EAC39D,234,195,157,0.766667,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,010,#DFB398,223,179,152,0.735294,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,012,#D6AE8B,214,174,139,0.692157,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,015,#E0B087,224,176,135,0.703922,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,018,#D3AB85,211,171,133,0.67451,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,021,#D8A87D,216,168,125,0.668627,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,light,024,#DEB186,222,177,134,0.698039,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,027,#D6AE7E,214,174,126,0.666667,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,030,#DAB182,218,177,130,0.682353,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,033,#D3A073,211,160,115,0.639216,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,036,#D2A275,210,162,117,0.641176,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,039,#D1966D,209,150,109,0.623529,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,042,#CF986B,207,152,107,0.615686,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,045,#CF9B74,207,155,116,0.633333,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,048,#CA9C7B,202,156,123,0.637255,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,051,#D19D6F,209,157,111,0.627451,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,medium,054,#C8996A,200,153,106,0.6,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,057,#C18F60,193,143,96,0.566667,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,060,#B88558,184,133,88,0.533333,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,063,#B27E56,178,126,86,0.517647,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,066,#AD7A4E,173,122,78,0.492157,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,068,#A8714B,168,113,75,0.476471,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,070,#A46748,164,103,72,0.462745,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,072,#946243,148,98,67,0.421569,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,074,#8A603D,138,96,61,0.390196,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,076,#7F573B,127,87,59,0.364706,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,tan,078,#77533B,119,83,59,0.34902,warm,skin;color,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,080,#734B35,115,75,53,0.329412,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,082,#6D4A39,109,74,57,0.32549,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,084,#644634,100,70,52,0.298039,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,086,#6E4A36,110,74,54,0.321569,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,088,#624432,98,68,50,0.290196,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,090,#5E3C2C,94,60,44,0.270588,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,092,#624432,98,68,50,0.290196,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,094,#5D392C,93,57,44,0.268627,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,096,#4F352B,79,53,43,0.239216,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
KVD Vegan Beauty,True Portrait Medium Coverage Shake Foundation,deep,098,#483329,72,51,41,0.221569,neutral,descriptor,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,suede,500,#AC7A49,172,122,73,0.480392,neutral,textile,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,ivoire,110,#E0B390,224,179,144,0.721569,neutral,gem;color,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,ivoire,140,#DFB58A,223,181,138,0.707843,neutral,gem;color,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,buff,210,#DEB997,222,185,151,0.731373,neutral,color,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,buff,230,#CE9B70,206,155,112,0.623529,neutral,color,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,bisque,260,#E4B68F,228,182,143,0.727451,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,bisque,320,#DDB695,221,182,149,0.72549,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,bisque,330,#DFAF85,223,175,133,0.698039,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,bisque,360,#D3AB84,211,171,132,0.672549,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,bisque,420,#D1A173,209,161,115,0.635294,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,suede,450,#C69469,198,148,105,0.594118,neutral,textile,Cosmetic Foundation Shades,allCategories.csv
Lancôme,Teint Idole Ultra Longwear Foundation Stick SPF 21,suede,550,#733D18,115,61,24,0.272549,neutral,textile,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,cameo,NA,#F3CBA6,243,203,166,0.801961,neutral,misc,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,shell,NA,#FDCDA6,253,205,166,0.821569,neutral,gem,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,crème,NA,#F8CC9F,248,204,159,0.798039,neutral,drink,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,vanillé,NA,#F3C9A2,243,201,162,0.794118,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,ivory,NA,#FCFBFB,252,251,251,0.986275,cool,gem;color,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,ecru,NA,#DCB593,220,181,147,0.719608,neutral,color,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,cashew,NA,#FDFCFB,253,252,251,0.988235,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,beige,NA,#F2C79D,242,199,157,0.782353,warm,color,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,bisque,NA,#E8B88D,232,184,141,0.731373,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,linen,NA,#F1C8A7,241,200,167,0.8,neutral,textile,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,macadamia,NA,#EFC79D,239,199,157,0.776471,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,butterscotch,NA,#DEAC7E,222,172,126,0.682353,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,dune,NA,#EAC7A8,234,199,168,0.788235,neutral,rock,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,buff,NA,#E8BE99,232,190,153,0.754902,neutral,color,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,latte,NA,#E5B487,229,180,135,0.713725,neutral,drink,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,honey,NA,#FCFCFB,252,252,251,0.986275,warm,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,dusk,NA,#DDBD99,221,189,153,0.733333,neutral,misc,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,golden,NA,#EBBC91,235,188,145,0.745098,warm,descriptor,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,praline,NA,#AD7135,173,113,53,0.443137,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,suntan,NA,#DEB48A,222,180,138,0.705882,neutral,skin,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,maple,NA,#DA9E66,218,158,102,0.627451,neutral,wood,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,tawny,NA,#CEA774,206,167,116,0.631373,neutral,color,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,chai,NA,#D3A77F,211,167,127,0.662745,neutral,drink,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,nutmeg,NA,#A86738,168,103,56,0.439216,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,pecan,NA,#AD7348,173,115,72,0.480392,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,hazelnut,NA,#AE713E,174,113,62,0.462745,neutral,food,Cosmetic Foundation Shades,allCategories.csv
Laura Mercier,Flawless Fusion Ultra-Longwear Foundation,amber,NA,#B3763B,179,118,59,0.466667,warm,gem;color,Cosmetic Foundation Shades,allCategories.csv
